onset	duration	trial_type	value	sample	stimulus	target	blank_jitter_frames	accuracy	response_time	block
296.744	0.0	nontarget	5	296744	a	0	24.0	n/a	n/a	1
299.127	0.0	nontarget	5	299127	ö	0	40.0	n/a	n/a	1
301.41	0.0	target	6	301410	ä	1	34.0	1	0.3900609	1
301.66	0.5	BAD keypress	2	301660	n/a	n/a	n/a	n/a	n/a	n/a
301.91	0.0	keypress	4	301910	n/a	n/a	n/a	n/a	n/a	n/a
303.327	0.0	nontarget	5	303327	x	0	26.0	n/a	n/a	1
305.527	0.0	nontarget	5	305527	k	0	29.0	n/a	n/a	1
307.76	0.0	nontarget	5	307760	y	0	31.0	n/a	n/a	1
310.243	0.0	nontarget	5	310243	l	0	46.0	n/a	n/a	1
312.676	0.0	nontarget	5	312676	d	0	43.0	n/a	n/a	1
314.843	0.0	nontarget	5	314843	j	0	27.0	n/a	n/a	1
316.876	0.0	nontarget	5	316876	c	0	19.0	n/a	n/a	1
319.276	0.0	nontarget	5	319276	m	0	41.0	n/a	n/a	1
321.626	0.0	target	6	321626	e	1	38.0	1	0.4289491	1
321.893	0.5	BAD keypress	2	321893	n/a	n/a	n/a	n/a	n/a	n/a
322.143	0.0	keypress	4	322143	n/a	n/a	n/a	n/a	n/a	n/a
323.726	0.0	nontarget	5	323726	p	0	36.0	n/a	n/a	1
325.693	0.0	nontarget	5	325693	v	0	15.0	n/a	n/a	1
328.192	0.0	target	6	328192	s	1	47.0	1	0.3581306	1
328.459	0.5	BAD keypress	2	328459	n/a	n/a	n/a	n/a	n/a	n/a
328.709	0.0	keypress	4	328709	n/a	n/a	n/a	n/a	n/a	n/a
330.242	0.0	nontarget	5	330242	q	0	32.0	n/a	n/a	1
332.209	0.0	target	6	332209	m	1	15.0	1	0.5013995	1
332.559	0.5	BAD keypress	2	332559	n/a	n/a	n/a	n/a	n/a	n/a
332.809	0.0	keypress	4	332809	n/a	n/a	n/a	n/a	n/a	n/a
334.509	0.0	nontarget	5	334509	j	0	43.0	n/a	n/a	1
336.925	0.0	nontarget	5	336925	ä	0	42.0	n/a	n/a	1
338.925	0.0	nontarget	5	338925	d	0	17.0	n/a	n/a	1
341.442	0.0	nontarget	5	341442	r	0	48.0	n/a	n/a	1
343.975	0.0	nontarget	5	343975	u	0	49.0	n/a	n/a	1
346.325	0.0	nontarget	5	346325	q	0	38.0	n/a	n/a	1
348.508	0.0	nontarget	5	348508	ü	0	28.0	n/a	n/a	1
350.625	0.0	nontarget	5	350625	p	0	24.0	n/a	n/a	1
352.658	0.0	target	6	352658	e	1	19.0	1	0.4188961	1
352.975	0.5	BAD keypress	2	352975	n/a	n/a	n/a	n/a	n/a	n/a
353.225	0.0	keypress	4	353225	n/a	n/a	n/a	n/a	n/a	n/a
355.008	0.0	target	6	355008	u	1	47.0	1	0.5488436	1
355.441	0.5	BAD keypress	2	355441	n/a	n/a	n/a	n/a	n/a	n/a
355.691	0.0	keypress	4	355691	n/a	n/a	n/a	n/a	n/a	n/a
357.374	0.0	nontarget	5	357374	g	0	41.0	n/a	n/a	1
359.658	0.0	nontarget	5	359658	p	0	34.0	n/a	n/a	1
361.824	0.0	nontarget	5	361824	t	0	27.0	n/a	n/a	1
364.241	0.0	target	6	364241	r	1	42.0	1	0.3713009	1
364.474	0.5	BAD keypress	2	364474	n/a	n/a	n/a	n/a	n/a	n/a
364.724	0.0	keypress	4	364724	n/a	n/a	n/a	n/a	n/a	n/a
366.357	0.0	nontarget	5	366357	w	0	39.0	n/a	n/a	1
368.741	0.0	nontarget	5	368741	ö	0	40.0	n/a	n/a	1
371.04	0.0	nontarget	5	371040	v	0	35.0	n/a	n/a	1
373.59	0.0	nontarget	5	373590	ß	0	50.0	n/a	n/a	1
375.99	0.0	nontarget	5	375990	h	0	41.0	n/a	n/a	1
377.99	0.0	nontarget	5	377990	ü	0	17.0	n/a	n/a	1
380.39	0.0	target	6	380390	g	1	41.0	1	0.3809862	1
380.64	0.5	BAD keypress	2	380640	n/a	n/a	n/a	n/a	n/a	n/a
380.89	0.0	keypress	4	380890	n/a	n/a	n/a	n/a	n/a	n/a
381.99	21.899	BAD_break	3	381990	n/a	n/a	n/a	n/a	n/a	n/a
404.389	0.0	nontarget	5	404389	q	0	25.0	n/a	n/a	2
406.439	0.0	nontarget	5	406439	i	0	20.0	n/a	n/a	2
408.489	0.0	nontarget	5	408489	p	0	20.0	n/a	n/a	2
410.989	0.0	nontarget	5	410989	c	0	47.0	n/a	n/a	2
413.039	0.0	target	6	413039	i	1	20.0	1	0.4982402	2
413.439	0.5	BAD keypress	2	413439	n/a	n/a	n/a	n/a	n/a	n/a
413.689	0.0	keypress	4	413689	n/a	n/a	n/a	n/a	n/a	n/a
415.172	0.0	target	6	415172	q	1	29.0	1	0.3808382	2
415.439	0.5	BAD keypress	2	415439	n/a	n/a	n/a	n/a	n/a	n/a
415.689	0.0	keypress	4	415689	n/a	n/a	n/a	n/a	n/a	n/a
417.005	0.0	nontarget	5	417005	h	0	20.0	n/a	n/a	2
419.522	0.0	nontarget	5	419522	z	0	48.0	n/a	n/a	2
421.722	0.0	nontarget	5	421722	x	0	29.0	n/a	n/a	2
424.171	0.0	nontarget	5	424171	s	0	44.0	n/a	n/a	2
426.421	0.0	nontarget	5	426421	ü	0	32.0	n/a	n/a	2
428.921	0.0	nontarget	5	428921	ö	0	47.0	n/a	n/a	2
431.271	0.0	nontarget	5	431271	j	0	38.0	n/a	n/a	2
433.638	0.0	nontarget	5	433638	k	0	39.0	n/a	n/a	2
435.654	0.0	nontarget	5	435654	t	0	18.0	n/a	n/a	2
438.054	0.0	nontarget	5	438054	ü	0	41.0	n/a	n/a	2
440.387	0.0	nontarget	5	440387	o	0	37.0	n/a	n/a	2
442.804	0.0	nontarget	5	442804	y	0	42.0	n/a	n/a	2
445.237	0.0	nontarget	5	445237	r	0	43.0	n/a	n/a	2
447.404	0.0	target	6	447404	ä	1	27.0	1	0.4669351	2
447.771	0.5	BAD keypress	2	447771	n/a	n/a	n/a	n/a	n/a	n/a
448.021	0.0	keypress	4	448021	n/a	n/a	n/a	n/a	n/a	n/a
449.304	0.0	nontarget	5	449304	ä	0	17.0	n/a	n/a	2
451.52	0.0	nontarget	5	451520	b	0	30.0	n/a	n/a	2
453.787	0.0	nontarget	5	453787	ß	0	30.0	n/a	n/a	2
455.92	0.0	nontarget	5	455920	s	0	25.0	n/a	n/a	2
458.303	0.0	target	6	458303	d	1	40.0	1	0.4144829	2
458.587	0.5	BAD keypress	2	458587	n/a	n/a	n/a	n/a	n/a	n/a
458.837	0.0	keypress	4	458837	n/a	n/a	n/a	n/a	n/a	n/a
460.553	0.0	nontarget	5	460553	g	0	43.0	n/a	n/a	2
462.636	0.0	nontarget	5	462636	m	0	22.0	n/a	n/a	2
464.653	0.0	nontarget	5	464653	z	0	18.0	n/a	n/a	2
466.803	0.0	nontarget	5	466803	o	0	26.0	n/a	n/a	2
468.886	0.0	target	6	468886	e	1	22.0	1	0.5028986	2
469.27	0.5	BAD keypress	2	469270	n/a	n/a	n/a	n/a	n/a	n/a
469.52	0.0	keypress	4	469520	n/a	n/a	n/a	n/a	n/a	n/a
471.103	0.0	nontarget	5	471103	n	0	35.0	n/a	n/a	2
473.553	0.0	nontarget	5	473553	c	0	44.0	n/a	n/a	2
475.636	0.0	target	6	475636	y	1	22.0	1	0.4568046	2
475.969	0.5	BAD keypress	2	475969	n/a	n/a	n/a	n/a	n/a	n/a
476.219	0.0	keypress	4	476219	n/a	n/a	n/a	n/a	n/a	n/a
477.652	0.0	nontarget	5	477652	x	0	27.0	n/a	n/a	2
479.836	0.0	nontarget	5	479836	m	0	28.0	n/a	n/a	2
482.286	0.0	nontarget	5	482286	a	0	44.0	n/a	n/a	2
484.702	0.0	nontarget	5	484702	q	0	42.0	n/a	n/a	2
486.769	0.0	nontarget	5	486769	ü	0	21.0	n/a	n/a	2
488.852	0.0	nontarget	5	488852	l	0	22.0	n/a	n/a	2
491.185	0.0	nontarget	5	491185	f	0	37.0	n/a	n/a	2
493.552	0.0	nontarget	5	493552	ä	0	39.0	n/a	n/a	2
495.552	0.0	nontarget	5	495552	g	0	17.0	n/a	n/a	2
497.802	0.0	nontarget	5	497802	t	0	32.0	n/a	n/a	2
500.118	0.0	nontarget	5	500118	v	0	36.0	n/a	n/a	2
502.535	0.0	nontarget	5	502535	ö	0	42.0	n/a	n/a	2
504.685	0.0	nontarget	5	504685	h	0	26.0	n/a	n/a	2
506.951	0.0	nontarget	5	506951	t	0	33.0	n/a	n/a	2
509.401	0.0	nontarget	5	509401	y	0	44.0	n/a	n/a	2
511.434	0.0	nontarget	5	511434	ä	0	19.0	n/a	n/a	2
513.501	0.0	nontarget	5	513501	n	0	21.0	n/a	n/a	2
515.851	0.0	nontarget	5	515851	a	0	38.0	n/a	n/a	2
518.151	0.0	nontarget	5	518151	t	0	35.0	n/a	n/a	2
520.234	0.0	target	6	520234	r	1	22.0	1	0.4158451	2
520.551	0.5	BAD keypress	2	520551	n/a	n/a	n/a	n/a	n/a	n/a
520.801	0.0	keypress	4	520801	n/a	n/a	n/a	n/a	n/a	n/a
522.534	0.0	target	6	522534	c	1	45.0	1	0.4516332	2
522.851	0.5	BAD keypress	2	522851	n/a	n/a	n/a	n/a	n/a	n/a
523.101	0.0	keypress	4	523101	n/a	n/a	n/a	n/a	n/a	n/a
524.917	0.0	nontarget	5	524917	a	0	50.0	n/a	n/a	2
526.9	0.0	nontarget	5	526900	z	0	16.0	n/a	n/a	2
529.117	0.0	nontarget	5	529117	ö	0	30.0	n/a	n/a	2
531.3	0.0	nontarget	5	531300	v	0	28.0	n/a	n/a	2
533.433	0.0	nontarget	5	533433	q	0	25.0	n/a	n/a	2
535.65	0.0	target	6	535650	y	1	30.0	1	0.4067743	2
535.967	0.5	BAD keypress	2	535967	n/a	n/a	n/a	n/a	n/a	n/a
536.217	0.0	keypress	4	536217	n/a	n/a	n/a	n/a	n/a	n/a
537.716	0.0	target	6	537716	s	1	31.0	1	0.4360508	2
538.033	0.5	BAD keypress	2	538033	n/a	n/a	n/a	n/a	n/a	n/a
538.283	0.0	keypress	4	538283	n/a	n/a	n/a	n/a	n/a	n/a
539.55	0.0	nontarget	5	539550	u	0	16.0	n/a	n/a	2
541.933	0.0	nontarget	5	541933	s	0	40.0	n/a	n/a	2
544.416	0.0	target	6	544416	f	1	46.0	1	0.3759144	2
544.666	0.5	BAD keypress	2	544666	n/a	n/a	n/a	n/a	n/a	n/a
544.916	0.0	keypress	4	544916	n/a	n/a	n/a	n/a	n/a	n/a
546.183	0.0	nontarget	5	546183	m	0	17.0	n/a	n/a	2
548.283	0.0	nontarget	5	548283	r	0	23.0	n/a	n/a	2
549.383	25.56499999999994	BAD_break	3	549383	n/a	n/a	n/a	n/a	n/a	n/a
575.448	0.0	nontarget	5	575448	y	0	44.0	n/a	n/a	3
577.748	0.0	nontarget	5	577748	c	0	35.0	n/a	n/a	3
579.998	0.0	target	6	579998	p	1	32.0	1	0.42371	3
580.315	0.5	BAD keypress	2	580315	n/a	n/a	n/a	n/a	n/a	n/a
580.565	0.0	keypress	4	580565	n/a	n/a	n/a	n/a	n/a	n/a
582.065	0.0	nontarget	5	582065	o	0	30.0	n/a	n/a	3
584.181	0.0	nontarget	5	584181	g	0	24.0	n/a	n/a	3
586.514	0.0	nontarget	5	586514	f	0	37.0	n/a	n/a	3
588.898	0.0	nontarget	5	588898	v	0	40.0	n/a	n/a	3
590.847	0.0	nontarget	5	590847	ü	0	14.0	n/a	n/a	3
593.397	0.0	nontarget	5	593397	q	0	50.0	n/a	n/a	3
595.364	0.0	target	6	595364	f	1	15.0	1	0.3687684	3
595.597	0.5	BAD keypress	2	595597	n/a	n/a	n/a	n/a	n/a	n/a
595.847	0.0	keypress	4	595847	n/a	n/a	n/a	n/a	n/a	n/a
597.564	0.0	nontarget	5	597564	c	0	44.0	n/a	n/a	3
600.08	0.0	nontarget	5	600080	y	0	48.0	n/a	n/a	3
602.064	0.0	nontarget	5	602064	w	0	16.0	n/a	n/a	3
604.38	0.0	nontarget	5	604380	m	0	36.0	n/a	n/a	3
606.663	0.0	nontarget	5	606663	o	0	34.0	n/a	n/a	3
609.097	0.0	nontarget	5	609097	v	0	43.0	n/a	n/a	3
611.43	0.0	nontarget	5	611430	j	0	37.0	n/a	n/a	3
613.513	0.0	nontarget	5	613513	w	0	22.0	n/a	n/a	3
615.93	0.0	nontarget	5	615930	r	0	42.0	n/a	n/a	3
618.48	0.0	nontarget	5	618480	h	0	50.0	n/a	n/a	3
620.729	0.0	nontarget	5	620729	n	0	32.0	n/a	n/a	3
622.913	0.0	target	6	622913	t	1	28.0	1	0.4661073	3
623.296	0.5	BAD keypress	2	623296	n/a	n/a	n/a	n/a	n/a	n/a
623.546	0.0	keypress	4	623546	n/a	n/a	n/a	n/a	n/a	n/a
624.996	0.0	nontarget	5	624996	k	0	27.0	n/a	n/a	3
627.412	0.0	nontarget	5	627412	a	0	42.0	n/a	n/a	3
629.829	0.0	nontarget	5	629829	g	0	42.0	n/a	n/a	3
631.812	0.0	nontarget	5	631812	x	0	16.0	n/a	n/a	3
633.762	0.0	target	6	633762	g	1	14.0	1	0.4318403	3
634.129	0.5	BAD keypress	2	634129	n/a	n/a	n/a	n/a	n/a	n/a
634.379	0.0	keypress	4	634379	n/a	n/a	n/a	n/a	n/a	n/a
635.595	0.0	target	6	635595	w	1	14.0	1	0.5344062	3
636.012	0.5	BAD keypress	2	636012	n/a	n/a	n/a	n/a	n/a	n/a
636.262	0.0	keypress	4	636262	n/a	n/a	n/a	n/a	n/a	n/a
637.629	0.0	target	6	637629	l	1	22.0	1	0.4050079	3
637.912	0.5	BAD keypress	2	637912	n/a	n/a	n/a	n/a	n/a	n/a
638.162	0.0	keypress	4	638162	n/a	n/a	n/a	n/a	n/a	n/a
639.495	0.0	nontarget	5	639495	t	0	21.0	n/a	n/a	3
641.495	0.0	nontarget	5	641495	l	0	17.0	n/a	n/a	3
643.795	0.0	nontarget	5	643795	w	0	35.0	n/a	n/a	3
646.295	0.0	nontarget	5	646295	d	0	47.0	n/a	n/a	3
648.545	0.0	target	6	648545	r	1	32.0	1	0.4481564	3
648.862	0.5	BAD keypress	2	648862	n/a	n/a	n/a	n/a	n/a	n/a
649.112	0.0	keypress	4	649112	n/a	n/a	n/a	n/a	n/a	n/a
650.911	0.0	nontarget	5	650911	z	0	48.0	n/a	n/a	3
653.011	0.0	nontarget	5	653011	j	0	23.0	n/a	n/a	3
654.995	0.0	nontarget	5	654995	g	0	16.0	n/a	n/a	3
657.295	0.0	nontarget	5	657295	h	0	35.0	n/a	n/a	3
659.511	0.0	nontarget	5	659511	ß	0	30.0	n/a	n/a	3
661.728	0.0	target	6	661728	a	1	30.0	1	0.5284455	3
662.144	0.5	BAD keypress	2	662144	n/a	n/a	n/a	n/a	n/a	n/a
662.394	0.0	keypress	4	662394	n/a	n/a	n/a	n/a	n/a	n/a
663.928	0.0	nontarget	5	663928	ä	0	32.0	n/a	n/a	3
665.877	0.0	nontarget	5	665877	r	0	14.0	n/a	n/a	3
668.211	0.0	target	6	668211	j	1	37.0	1	0.4129882	3
668.511	0.5	BAD keypress	2	668511	n/a	n/a	n/a	n/a	n/a	n/a
668.761	0.0	keypress	4	668761	n/a	n/a	n/a	n/a	n/a	n/a
670.244	0.0	nontarget	5	670244	m	0	30.0	n/a	n/a	3
672.594	0.0	nontarget	5	672594	e	0	38.0	n/a	n/a	3
674.777	0.0	nontarget	5	674777	u	0	28.0	n/a	n/a	3
676.777	0.0	nontarget	5	676777	x	0	17.0	n/a	n/a	3
678.91	0.0	nontarget	5	678910	d	0	25.0	n/a	n/a	3
681.36	0.0	nontarget	5	681360	q	0	44.0	n/a	n/a	3
683.877	0.0	nontarget	5	683877	y	0	48.0	n/a	n/a	3
686.093	0.0	nontarget	5	686093	k	0	30.0	n/a	n/a	3
688.41	0.0	nontarget	5	688410	f	0	36.0	n/a	n/a	3
690.36	0.0	nontarget	5	690360	g	0	14.0	n/a	n/a	3
692.826	0.0	target	6	692826	w	1	45.0	1	0.4037819	3
693.093	0.5	BAD keypress	2	693093	n/a	n/a	n/a	n/a	n/a	n/a
693.343	0.0	keypress	4	693343	n/a	n/a	n/a	n/a	n/a	n/a
695.126	0.0	nontarget	5	695126	h	0	48.0	n/a	n/a	3
697.076	0.0	nontarget	5	697076	z	0	14.0	n/a	n/a	3
699.609	0.0	nontarget	5	699609	ö	0	49.0	n/a	n/a	3
701.809	0.0	target	6	701809	h	1	29.0	1	0.380269	3
702.093	0.5	BAD keypress	2	702093	n/a	n/a	n/a	n/a	n/a	n/a
702.343	0.0	keypress	4	702343	n/a	n/a	n/a	n/a	n/a	n/a
704.076	0.0	nontarget	5	704076	n	0	45.0	n/a	n/a	3
706.176	0.0	nontarget	5	706176	i	0	23.0	n/a	n/a	3
708.559	0.0	nontarget	5	708559	k	0	40.0	n/a	n/a	3
710.509	0.0	nontarget	5	710509	ö	0	14.0	n/a	n/a	3
712.959	0.0	nontarget	5	712959	m	0	44.0	n/a	n/a	3
715.342	0.0	nontarget	5	715342	v	0	40.0	n/a	n/a	3
717.325	0.0	nontarget	5	717325	x	0	16.0	n/a	n/a	3
719.592	0.0	nontarget	5	719592	a	0	33.0	n/a	n/a	3
720.692	11.783000000000015	BAD_break	3	720692	n/a	n/a	n/a	n/a	n/a	n/a
732.975	0.0	nontarget	5	732975	q	0	19.0	n/a	n/a	4
735.224	0.0	nontarget	5	735224	o	0	32.0	n/a	n/a	4
737.624	0.0	nontarget	5	737624	x	0	41.0	n/a	n/a	4
739.991	0.0	nontarget	5	739991	j	0	39.0	n/a	n/a	4
741.974	0.0	nontarget	5	741974	z	0	16.0	n/a	n/a	4
744.407	0.0	nontarget	5	744407	ß	0	43.0	n/a	n/a	4
746.757	0.0	target	6	746757	q	1	38.0	1	0.4052372	4
747.041	0.5	BAD keypress	2	747041	n/a	n/a	n/a	n/a	n/a	n/a
747.291	0.0	keypress	4	747291	n/a	n/a	n/a	n/a	n/a	n/a
748.64	0.0	target	6	748640	e	1	21.0	1	0.489823	4
748.974	0.5	BAD keypress	2	748974	n/a	n/a	n/a	n/a	n/a	n/a
749.224	0.0	keypress	4	749224	n/a	n/a	n/a	n/a	n/a	n/a
750.657	0.0	nontarget	5	750657	t	0	27.0	n/a	n/a	4
752.99	0.0	nontarget	5	752990	d	0	37.0	n/a	n/a	4
755.107	0.0	nontarget	5	755107	b	0	24.0	n/a	n/a	4
757.507	0.0	target	6	757507	ü	1	41.0	1	0.3909637	4
757.774	0.5	BAD keypress	2	757774	n/a	n/a	n/a	n/a	n/a	n/a
758.024	0.0	keypress	4	758024	n/a	n/a	n/a	n/a	n/a	n/a
759.34	0.0	target	6	759340	p	1	19.0	1	0.5735259	4
759.823	0.5	BAD keypress	2	759823	n/a	n/a	n/a	n/a	n/a	n/a
760.073	0.0	keypress	4	760073	n/a	n/a	n/a	n/a	n/a	n/a
761.473	0.0	nontarget	5	761473	l	0	24.0	n/a	n/a	4
763.557	0.0	nontarget	5	763557	e	0	22.0	n/a	n/a	4
766.04	0.0	target	6	766040	z	1	46.0	1	0.4014299	4
766.323	0.5	BAD keypress	2	766323	n/a	n/a	n/a	n/a	n/a	n/a
766.573	0.0	keypress	4	766573	n/a	n/a	n/a	n/a	n/a	n/a
767.823	0.0	nontarget	5	767823	ü	0	16.0	n/a	n/a	4
770.106	0.0	nontarget	5	770106	d	0	34.0	n/a	n/a	4
772.106	0.0	nontarget	5	772106	t	0	17.0	n/a	n/a	4
774.189	0.0	nontarget	5	774189	e	0	22.0	n/a	n/a	4
776.389	0.0	nontarget	5	776389	ö	0	29.0	n/a	n/a	4
778.773	0.0	nontarget	5	778773	j	0	40.0	n/a	n/a	4
780.806	0.0	nontarget	5	780806	w	0	19.0	n/a	n/a	4
783.356	0.0	nontarget	5	783356	k	0	50.0	n/a	n/a	4
785.906	0.0	target	6	785906	h	1	50.0	1	0.3902763	4
786.189	0.5	BAD keypress	2	786189	n/a	n/a	n/a	n/a	n/a	n/a
786.439	0.0	keypress	4	786439	n/a	n/a	n/a	n/a	n/a	n/a
787.739	0.0	target	6	787739	ü	1	19.0	1	0.5089181	4
788.122	0.5	BAD keypress	2	788122	n/a	n/a	n/a	n/a	n/a	n/a
788.372	0.0	keypress	4	788372	n/a	n/a	n/a	n/a	n/a	n/a
790.189	0.0	nontarget	5	790189	e	0	50.0	n/a	n/a	4
792.189	0.0	target	6	792189	y	1	17.0	1	0.4108186	4
792.439	0.5	BAD keypress	2	792439	n/a	n/a	n/a	n/a	n/a	n/a
792.689	0.0	keypress	4	792689	n/a	n/a	n/a	n/a	n/a	n/a
793.938	0.0	nontarget	5	793938	c	0	15.0	n/a	n/a	4
796.355	0.0	nontarget	5	796355	i	0	42.0	n/a	n/a	4
798.588	0.0	target	6	798588	ä	1	31.0	1	0.3467007	4
798.805	0.5	BAD keypress	2	798805	n/a	n/a	n/a	n/a	n/a	n/a
799.055	0.0	keypress	4	799055	n/a	n/a	n/a	n/a	n/a	n/a
800.305	0.0	nontarget	5	800305	u	0	15.0	n/a	n/a	4
802.821	0.0	nontarget	5	802821	n	0	48.0	n/a	n/a	4
805.271	0.0	nontarget	5	805271	f	0	44.0	n/a	n/a	4
807.721	0.0	nontarget	5	807721	ß	0	44.0	n/a	n/a	4
809.938	0.0	nontarget	5	809938	w	0	30.0	n/a	n/a	4
812.171	0.0	nontarget	5	812171	x	0	31.0	n/a	n/a	4
814.204	0.0	nontarget	5	814204	h	0	19.0	n/a	n/a	4
816.754	0.0	nontarget	5	816754	q	0	50.0	n/a	n/a	4
819.271	0.0	nontarget	5	819271	o	0	48.0	n/a	n/a	4
821.337	0.0	nontarget	5	821337	w	0	21.0	n/a	n/a	4
823.604	0.0	nontarget	5	823604	g	0	33.0	n/a	n/a	4
825.887	0.0	nontarget	5	825887	a	0	34.0	n/a	n/a	4
828.187	0.0	target	6	828187	s	1	35.0	1	0.3939327	4
828.487	0.5	BAD keypress	2	828487	n/a	n/a	n/a	n/a	n/a	n/a
828.737	0.0	keypress	4	828737	n/a	n/a	n/a	n/a	n/a	n/a
830.487	0.0	nontarget	5	830487	i	0	46.0	n/a	n/a	4
832.97	0.0	nontarget	5	832970	o	0	46.0	n/a	n/a	4
834.987	0.0	nontarget	5	834987	b	0	18.0	n/a	n/a	4
837.27	0.0	nontarget	5	837270	c	0	34.0	n/a	n/a	4
839.753	0.0	target	6	839753	f	1	46.0	1	0.3630337	4
840.02	0.5	BAD keypress	2	840020	n/a	n/a	n/a	n/a	n/a	n/a
840.27	0.0	keypress	4	840270	n/a	n/a	n/a	n/a	n/a	n/a
841.72	0.0	nontarget	5	841720	l	0	28.0	n/a	n/a	4
843.72	0.0	nontarget	5	843720	y	0	17.0	n/a	n/a	4
845.803	0.0	nontarget	5	845803	u	0	22.0	n/a	n/a	4
847.869	0.0	target	6	847869	ü	1	21.0	1	0.5021924	4
848.253	0.5	BAD keypress	2	848253	n/a	n/a	n/a	n/a	n/a	n/a
848.503	0.0	keypress	4	848503	n/a	n/a	n/a	n/a	n/a	n/a
849.903	0.0	nontarget	5	849903	b	0	25.0	n/a	n/a	4
852.319	0.0	nontarget	5	852319	g	0	42.0	n/a	n/a	4
854.469	0.0	nontarget	5	854469	m	0	26.0	n/a	n/a	4
856.669	0.0	nontarget	5	856669	i	0	29.0	n/a	n/a	4
858.936	0.0	nontarget	5	858936	f	0	33.0	n/a	n/a	4
861.186	0.0	nontarget	5	861186	p	0	32.0	n/a	n/a	4
863.635	0.0	nontarget	5	863635	h	0	44.0	n/a	n/a	4
865.835	0.0	nontarget	5	865835	r	0	29.0	n/a	n/a	4
868.335	0.0	target	6	868335	u	1	47.0	1	0.3709913	4
868.585	0.5	BAD keypress	2	868585	n/a	n/a	n/a	n/a	n/a	n/a
868.835	0.0	keypress	4	868835	n/a	n/a	n/a	n/a	n/a	n/a
870.335	0.0	target	6	870335	m	1	31.0	1	0.5309707	4
870.769	0.5	BAD keypress	2	870769	n/a	n/a	n/a	n/a	n/a	n/a
871.019	0.0	keypress	4	871019	n/a	n/a	n/a	n/a	n/a	n/a
872.368	0.0	nontarget	5	872368	a	0	22.0	n/a	n/a	4
874.335	0.0	nontarget	5	874335	y	0	15.0	n/a	n/a	4
876.518	0.0	nontarget	5	876518	q	0	28.0	n/a	n/a	4
877.618	111.8789999999999	BAD_break	3	877618	n/a	n/a	n/a	n/a	n/a	n/a
989.997	0.0	nontarget	5	989997	h	0	22.0	n/a	n/a	5
992.43	0.0	nontarget	5	992430	s	0	43.0	n/a	n/a	5
994.546	0.0	nontarget	5	994546	e	0	24.0	n/a	n/a	5
996.63	0.0	nontarget	5	996630	d	0	22.0	n/a	n/a	5
998.83	0.0	nontarget	5	998830	t	0	29.0	n/a	n/a	5
